origin_dist,dest_dist,obs,gan,diff,pct_diff
27,23,4,2.5349908,-1.4650092124938965,-0.3662523031234741
27,24,17,17.506582,0.5065822601318359,0.02979895647834329
27,25,13,47.34939,34.349388122558594,2.6422606248121996
27,26,3,1.810958,-1.1890419721603394,-0.39634732405344647
27,27,177,165.86766,-11.132339477539062,-0.06289457331942973
28,1,10,15.876825,5.876825332641602,0.5876825332641602
28,2,5,2.466757,-2.53324294090271,-0.506648588180542
28,3,15,18.892492,3.8924922943115234,0.2594994862874349
28,4,2,0.84650975,-1.1534902453422546,-0.5767451226711273
28,5,6,8.422288,2.422287940979004,0.403714656829834
28,7,1,3.1173823,2.117382287979126,2.117382287979126
28,8,6,2.8365393,-3.1634607315063477,-0.527243455251058
28,9,26,22.093494,-3.906505584716797,-0.15025021479679987
28,10,20,37.50168,17.501678466796875,0.8750839233398438
28,12,2,2.5158014,0.5158014297485352,0.2579007148742676
28,14,8,6.8018603,-1.1981396675109863,-0.1497674584388733
28,15,4,9.43547,5.435469627380371,1.3588674068450928
28,16,41,43.430126,2.430126190185547,0.05927137049233041
